event_id,timestamp,camera_id,species_key,common_name,confidence,confidence_calibrated,temporal_prior,softmax_entropy,review_required,burst_group_id,antler_classification
IE-CAM-P03-turkey-001871,2025-04-12T08:45:00,CAM-P03,turkey,Wild Turkey,0.9441,0.9185,0.9855,0.2873,False,BG-CAM-P03-20250412084500,
IE-CAM-F02-raccoon-000461,2025-04-12T15:00:42,CAM-F02,raccoon,Raccoon,0.9135,0.8794,0.203,0.6172,True,BG-CAM-F02-20250412150042,
IE-CAM-F03-white_tailed_deer-000828,2025-04-12T17:20:52,CAM-F03,white_tailed_deer,White-tailed Deer,0.9125,0.8782,0.9835,0.3748,False,BG-CAM-F03-20250412172052,
IE-CAM-R01-white_tailed_deer-002237,2025-04-12T17:39:54,CAM-R01,white_tailed_deer,White-tailed Deer,0.935,0.9066,0.9912,0.3131,False,BG-CAM-R01-20250412173954,
IE-CAM-P01-white_tailed_deer-001397,2025-04-12T18:16:14,CAM-P01,white_tailed_deer,White-tailed Deer,0.8841,0.8437,0.9993,0.4336,False,BG-CAM-P01-20250412181614,
IE-CAM-O01-armadillo-000925,2025-04-12T22:18:55,CAM-O01,armadillo,Nine-banded Armadillo,0.8954,0.8572,0.8854,0.4369,False,BG-CAM-O01-20250412221855,
IE-CAM-F03-feral_hog-000656,2025-04-12T22:20:57,CAM-F03,feral_hog,Feral Hog,0.9161,0.8827,0.8225,0.41,False,BG-CAM-F03-20250412222057,
IE-CAM-F01-turkey-000218,2025-04-13T08:45:53,CAM-F01,turkey,Wild Turkey,0.8898,0.8505,0.9855,0.4251,False,BG-CAM-F01-20250413084553,
IE-CAM-P02-white_tailed_deer-001639,2025-04-13T16:41:35,CAM-P02,white_tailed_deer,White-tailed Deer,0.9376,0.91,0.9611,0.3149,False,BG-CAM-P02-20250413164135,
IE-CAM-P01-white_tailed_deer-001398,2025-04-13T17:09:58,CAM-P01,white_tailed_deer,White-tailed Deer,0.9499,0.9261,0.9781,0.2713,False,BG-CAM-P01-20250413170958,
IE-CAM-R02-white_tailed_deer-002448,2025-04-13T17:52:55,CAM-R02,white_tailed_deer,White-tailed Deer,0.9406,0.9139,0.9951,0.295,False,BG-CAM-R02-20250413175255,
IE-CAM-T02-raccoon-002876,2025-04-13T21:31:08,CAM-T02,raccoon,Raccoon,0.7906,0.7378,0.8381,0.5944,True,BG-CAM-T02-20250413213108,
IE-CAM-F03-feral_hog-000657,2025-04-14T03:10:54,CAM-F03,feral_hog,Feral Hog,0.9421,0.9159,0.8771,0.3293,False,BG-CAM-F03-20250414031054,
IE-CAM-F01-white_tailed_deer-000275,2025-04-14T07:27:59,CAM-F01,white_tailed_deer,White-tailed Deer,0.9596,0.9392,0.989,0.2334,False,BG-CAM-F01-20250414072759,
IE-CAM-O02-white_tailed_deer-001164,2025-04-14T07:32:49,CAM-O02,white_tailed_deer,White-tailed Deer,0.9016,0.8648,0.987,0.3993,False,BG-CAM-O02-20250414073249,
IE-CAM-T02-white_tailed_deer-002966,2025-04-14T08:18:08,CAM-T02,white_tailed_deer,White-tailed Deer,0.8994,0.8621,0.9618,0.4102,False,BG-CAM-T02-20250414081808,
IE-CAM-T02-turkey-002894,2025-04-14T10:57:28,CAM-T02,turkey,Wild Turkey,0.9218,0.8898,0.7984,0.4045,False,BG-CAM-T02-20250414105728,
IE-CAM-O01-white_tailed_deer-000997,2025-04-14T18:15:15,CAM-O01,white_tailed_deer,White-tailed Deer,0.9363,0.9083,0.9992,0.3067,False,BG-CAM-O01-20250414181515,
IE-CAM-W02-raccoon-003445,2025-04-15T00:09:05,CAM-W02,raccoon,Raccoon,0.8365,0.7885,0.9993,0.516,False,BG-CAM-W02-20250415000905,
IE-CAM-W01-axis_deer-003055,2025-04-15T06:11:04,CAM-W01,axis_deer,Axis Deer,0.8364,0.7884,0.9939,0.517,False,BG-CAM-W01-20250415061104,
IE-CAM-P01-turkey-001306,2025-04-15T08:18:51,CAM-P01,turkey,Wild Turkey,0.9022,0.8655,0.9977,0.3954,False,BG-CAM-P01-20250415081851,
IE-CAM-P03-turkey-001872,2025-04-15T09:24:07,CAM-P03,turkey,Wild Turkey,0.9142,0.8803,0.9503,0.3795,False,BG-CAM-P03-20250415092407,
IE-CAM-F01-feral_hog-000029,2025-04-15T15:44:18,CAM-F01,feral_hog,Feral Hog,0.9035,0.8671,0.3205,0.5822,False,BG-CAM-F01-20250415154418,
IE-CAM-P02-white_tailed_deer-001640,2025-04-15T17:32:35,CAM-P02,white_tailed_deer,White-tailed Deer,0.9574,0.9362,0.9886,0.2416,False,BG-CAM-P02-20250415173235,
IE-CAM-R02-white_tailed_deer-002449,2025-04-15T18:58:30,CAM-R02,white_tailed_deer,White-tailed Deer,0.897,0.8592,0.9973,0.407,False,BG-CAM-R02-20250415185830,
IE-CAM-T01-white_tailed_deer-002654,2025-04-15T19:54:25,CAM-T01,white_tailed_deer,White-tailed Deer,0.99,0.983,0.9765,0.1,False,BG-CAM-T01-20250415195425,
IE-CAM-F01-raccoon-000154,2025-04-15T20:55:34,CAM-F01,raccoon,Raccoon,0.8445,0.7976,0.7637,0.5441,False,BG-CAM-F01-20250415205534,
IE-CAM-T01-white_tailed_deer-002655,2025-04-15T22:30:50,CAM-T01,white_tailed_deer,White-tailed Deer,0.9386,0.9113,0.8402,0.3511,False,BG-CAM-T01-20250415223050,
IE-CAM-R01-armadillo-002102,2025-04-15T22:48:37,CAM-R01,armadillo,Nine-banded Armadillo,0.889,0.8495,0.9293,0.4393,False,BG-CAM-R01-20250415224837,
IE-CAM-R01-white_tailed_deer-002238,2025-04-16T05:30:28,CAM-R01,white_tailed_deer,White-tailed Deer,0.9068,0.8711,0.9878,0.3873,False,BG-CAM-R01-20250416053028,
IE-CAM-P03-white_tailed_deer-001960,2025-04-16T17:17:22,CAM-P03,white_tailed_deer,White-tailed Deer,0.8778,0.8362,0.9821,0.4496,False,BG-CAM-P03-20250416171722,
IE-CAM-R01-white_tailed_deer-002239,2025-04-16T18:23:16,CAM-R01,white_tailed_deer,White-tailed Deer,0.8973,0.8595,0.9998,0.4059,False,BG-CAM-R01-20250416182316,
IE-CAM-T01-white_tailed_deer-002656,2025-04-16T18:28:28,CAM-T01,white_tailed_deer,White-tailed Deer,0.9111,0.8765,1.0,0.3738,False,BG-CAM-T01-20250416182828,
IE-CAM-P01-white_tailed_deer-001399,2025-04-16T18:34:26,CAM-P01,white_tailed_deer,White-tailed Deer,0.9134,0.8793,0.9999,0.3683,False,BG-CAM-P01-20250416183426,
IE-CAM-P03-white_tailed_deer-001961,2025-04-16T18:37:23,CAM-P03,white_tailed_deer,White-tailed Deer,0.9166,0.8833,0.9998,0.3603,False,BG-CAM-P03-20250416183723,
IE-CAM-P02-white_tailed_deer-001641,2025-04-16T18:52:22,CAM-P02,white_tailed_deer,White-tailed Deer,0.9651,0.9468,0.9983,0.2085,False,BG-CAM-P02-20250416185222,
IE-CAM-T02-feral_hog-002839,2025-04-16T19:58:48,CAM-T02,feral_hog,Feral Hog,0.9346,0.9061,0.547,0.4595,False,BG-CAM-T02-20250416195848,
IE-CAM-W01-feral_hog-003111,2025-04-16T22:24:53,CAM-W01,feral_hog,Feral Hog,0.8821,0.8413,0.8301,0.4742,False,BG-CAM-W01-20250416222453,
IE-CAM-W02-feral_hog-003371,2025-04-17T01:03:59,CAM-W02,feral_hog,Feral Hog,0.8383,0.7906,0.9999,0.5132,False,BG-CAM-W02-20250417010359,
IE-CAM-P03-white_tailed_deer-001962,2025-04-17T02:42:05,CAM-P03,white_tailed_deer,White-tailed Deer,0.903,0.8665,0.8529,0.4295,False,BG-CAM-P03-20250417024205,
IE-CAM-F03-feral_hog-000658,2025-04-17T05:32:50,CAM-F03,feral_hog,Feral Hog,0.8293,0.7804,0.6007,0.5901,True,BG-CAM-F03-20250417053250,
IE-CAM-P02-white_tailed_deer-001642,2025-04-17T06:13:49,CAM-P02,white_tailed_deer,White-tailed Deer,0.9589,0.9383,0.999,0.232,False,BG-CAM-P02-20250417061349,
IE-CAM-T02-bobcat-002772,2025-04-17T06:14:20,CAM-T02,bobcat,Bobcat,0.8219,0.7722,0.999,0.5367,False,BG-CAM-T02-20250417061420,
IE-CAM-O02-white_tailed_deer-001165,2025-04-17T06:21:08,CAM-O02,white_tailed_deer,White-tailed Deer,0.9623,0.9429,0.9997,0.219,False,BG-CAM-O02-20250417062108,
IE-CAM-W01-white_tailed_deer-003260,2025-04-17T06:53:30,CAM-W01,white_tailed_deer,White-tailed Deer,0.9223,0.8904,0.9982,0.3462,False,BG-CAM-W01-20250417065330,
IE-CAM-O02-turkey-001135,2025-04-17T07:28:33,CAM-O02,turkey,Wild Turkey,0.9057,0.8698,0.9926,0.3886,False,BG-CAM-O02-20250417072833,
IE-CAM-O01-white_tailed_deer-000998,2025-04-17T08:01:02,CAM-O01,white_tailed_deer,White-tailed Deer,0.9226,0.8908,0.9725,0.3526,False,BG-CAM-O01-20250417080102,
IE-CAM-T01-white_tailed_deer-002657,2025-04-17T09:43:23,CAM-T01,white_tailed_deer,White-tailed Deer,0.8919,0.853,0.8889,0.4429,False,BG-CAM-T01-20250417094323,
IE-CAM-W02-white_tailed_deer-003514,2025-04-17T17:40:01,CAM-W02,white_tailed_deer,White-tailed Deer,0.8865,0.8465,0.9915,0.4306,False,BG-CAM-W02-20250417174001,
IE-CAM-O01-cottontail_rabbit-000947,2025-04-17T18:17:59,CAM-O01,cottontail_rabbit,Eastern Cottontail,0.8632,0.8191,0.9988,0.473,False,BG-CAM-O01-20250417181759,
IE-CAM-T01-white_tailed_deer-002658,2025-04-17T18:35:04,CAM-T01,white_tailed_deer,White-tailed Deer,0.9852,0.9757,0.9999,0.1144,False,BG-CAM-T01-20250417183504,
IE-CAM-W01-white_tailed_deer-003261,2025-04-17T20:35:00,CAM-W01,white_tailed_deer,White-tailed Deer,0.8789,0.8375,0.9495,0.4543,False,BG-CAM-W01-20250417203500,
IE-CAM-R01-opossum-002167,2025-04-17T22:06:38,CAM-R01,opossum,Virginia Opossum,0.9155,0.8819,0.9293,0.3821,False,BG-CAM-R01-20250417220638,
IE-CAM-W01-raccoon-003201,2025-04-18T00:14:49,CAM-W01,raccoon,Raccoon,0.8607,0.8162,0.9984,0.4774,False,BG-CAM-W01-20250418001449,
IE-CAM-P02-white_tailed_deer-001643,2025-04-18T06:03:38,CAM-P02,white_tailed_deer,White-tailed Deer,0.9288,0.8987,0.9975,0.3287,False,BG-CAM-P02-20250418060338,
IE-CAM-R02-bobcat-002312,2025-04-18T06:36:39,CAM-R02,bobcat,Bobcat,0.8554,0.8101,0.9933,0.4873,False,BG-CAM-R02-20250418063639,
IE-CAM-F03-white_tailed_deer-000829,2025-04-18T06:44:36,CAM-F03,white_tailed_deer,White-tailed Deer,0.9336,0.9048,0.9993,0.3146,False,BG-CAM-F03-20250418064436,
IE-CAM-P01-white_tailed_deer-001400,2025-04-18T07:02:29,CAM-P01,white_tailed_deer,White-tailed Deer,0.9263,0.8955,0.9965,0.3359,False,BG-CAM-P01-20250418070229,
IE-CAM-T01-white_tailed_deer-002659,2025-04-18T07:11:11,CAM-T01,white_tailed_deer,White-tailed Deer,0.9055,0.8696,0.9943,0.3886,False,BG-CAM-T01-20250418071111,
IE-CAM-O01-coyote-000958,2025-04-18T07:59:55,CAM-O01,coyote,Coyote,0.9017,0.8649,0.9801,0.4008,False,BG-CAM-O01-20250418075955,
IE-CAM-P03-feral_hog-001831,2025-04-18T09:09:38,CAM-P03,feral_hog,Feral Hog,0.8698,0.8268,0.3456,0.6066,True,BG-CAM-P03-20250418090938,
IE-CAM-P03-turkey-001873,2025-04-18T09:25:24,CAM-P03,turkey,Wild Turkey,0.9269,0.8963,0.9491,0.348,False,BG-CAM-P03-20250418092524,
IE-CAM-F03-feral_hog-000659,2025-04-18T16:52:35,CAM-F03,feral_hog,Feral Hog,0.8873,0.8475,0.3461,0.5903,True,BG-CAM-F03-20250418165235,
IE-CAM-T01-white_tailed_deer-002660,2025-04-18T18:31:32,CAM-T01,white_tailed_deer,White-tailed Deer,0.9177,0.8847,1.0,0.3575,False,BG-CAM-T01-20250418183132,
IE-CAM-P03-white_tailed_deer-001963,2025-04-18T18:52:31,CAM-P03,white_tailed_deer,White-tailed Deer,0.9829,0.9722,0.9983,0.1279,False,BG-CAM-P03-20250418185231,
IE-CAM-F03-white_tailed_deer-000830,2025-04-18T22:08:35,CAM-F03,white_tailed_deer,White-tailed Deer,0.8939,0.8554,0.8634,0.445,False,BG-CAM-F03-20250418220835,
IE-CAM-P02-white_tailed_deer-001644,2025-04-19T06:37:18,CAM-P02,white_tailed_deer,White-tailed Deer,0.9139,0.8799,0.9998,0.3672,False,BG-CAM-P02-20250419063718,
IE-CAM-F01-white_tailed_deer-000276,2025-04-19T06:56:18,CAM-F01,white_tailed_deer,White-tailed Deer,0.8767,0.8349,0.9977,0.4485,False,BG-CAM-F01-20250419065618,
IE-CAM-F02-feral_hog-000380,2025-04-19T07:08:43,CAM-F02,feral_hog,Feral Hog,0.9351,0.9068,0.449,0.4946,False,BG-CAM-F02-20250419070843,
IE-CAM-F01-turkey-000219,2025-04-19T08:57:38,CAM-F01,turkey,Wild Turkey,0.9258,0.8949,0.9768,0.3428,False,BG-CAM-F01-20250419085738,
IE-CAM-O02-white_tailed_deer-001166,2025-04-19T19:50:57,CAM-O02,white_tailed_deer,White-tailed Deer,0.9542,0.9319,0.9786,0.2565,False,BG-CAM-O02-20250419195057,
IE-CAM-W02-feral_hog-003372,2025-04-19T20:09:10,CAM-W02,feral_hog,Feral Hog,0.87,0.827,0.5661,0.5518,False,BG-CAM-W02-20250419200910,
IE-CAM-F01-raccoon-000155,2025-04-20T01:09:08,CAM-F01,raccoon,Raccoon,0.8966,0.8587,0.9623,0.4161,False,BG-CAM-F01-20250420010908,
IE-CAM-O02-white_tailed_deer-001167,2025-04-20T01:24:51,CAM-O02,white_tailed_deer,White-tailed Deer,0.9051,0.8691,0.7706,0.4466,False,BG-CAM-O02-20250420012451,
IE-CAM-F01-feral_hog-000030,2025-04-20T01:27:53,CAM-F01,feral_hog,Feral Hog,0.9156,0.882,0.9942,0.3645,False,BG-CAM-F01-20250420012753,
IE-CAM-F02-raccoon-000462,2025-04-20T04:57:40,CAM-F02,raccoon,Raccoon,0.8565,0.8113,0.5171,0.5783,False,BG-CAM-F02-20250420045740,
IE-CAM-F02-turkey-000507,2025-04-20T06:53:19,CAM-F02,turkey,Wild Turkey,0.8787,0.8373,0.9681,0.4507,False,BG-CAM-F02-20250420065319,
IE-CAM-W01-axis_deer-003056,2025-04-20T09:05:50,CAM-W01,axis_deer,Axis Deer,0.7679,0.7135,0.9616,0.6028,True,BG-CAM-W01-20250420090550,
IE-CAM-P03-armadillo-001771,2025-04-20T16:25:26,CAM-P03,armadillo,Nine-banded Armadillo,0.9023,0.8656,0.3299,0.5803,False,BG-CAM-P03-20250420162526,
IE-CAM-F02-feral_hog-000381,2025-04-20T17:30:28,CAM-F02,feral_hog,Feral Hog,0.9131,0.8789,0.3693,0.5546,False,BG-CAM-F02-20250420173028,
IE-CAM-F01-white_tailed_deer-000277,2025-04-20T18:58:07,CAM-F01,white_tailed_deer,White-tailed Deer,0.91,0.8751,0.9973,0.3773,False,BG-CAM-F01-20250420185807,
IE-CAM-P02-armadillo-001527,2025-04-20T23:32:21,CAM-P02,armadillo,Nine-banded Armadillo,0.8427,0.7955,0.9764,0.5104,False,BG-CAM-P02-20250420233221,
IE-CAM-F03-feral_hog-000660,2025-04-21T05:42:15,CAM-F03,feral_hog,Feral Hog,0.87,0.827,0.5822,0.5481,False,BG-CAM-F03-20250421054215,
IE-CAM-O01-white_tailed_deer-000999,2025-04-21T07:52:35,CAM-O01,white_tailed_deer,White-tailed Deer,0.8986,0.8611,0.9775,0.4083,False,BG-CAM-O01-20250421075235,
IE-CAM-T01-red_fox-002631,2025-04-21T08:12:47,CAM-T01,red_fox,Red Fox,0.7877,0.7347,0.9481,0.5844,False,BG-CAM-T01-20250421081247,
IE-CAM-W01-raccoon-003202,2025-04-21T09:34:17,CAM-W01,raccoon,Raccoon,0.8098,0.7588,0.1869,0.6768,True,BG-CAM-W01-20250421093417,
IE-CAM-F01-white_tailed_deer-000278,2025-04-21T20:48:30,CAM-F01,white_tailed_deer,White-tailed Deer,0.8972,0.8594,0.9392,0.4203,False,BG-CAM-F01-20250421204830,
IE-CAM-W01-raccoon-003203,2025-04-21T22:46:53,CAM-W01,raccoon,Raccoon,0.8362,0.7882,0.9568,0.5231,False,BG-CAM-W01-20250421224653,
IE-CAM-P02-feral_hog-001584,2025-04-22T00:30:45,CAM-P02,feral_hog,Feral Hog,0.8475,0.801,0.9928,0.5002,False,BG-CAM-P02-20250422003045,
IE-CAM-T02-feral_hog-002840,2025-04-22T05:10:33,CAM-T02,feral_hog,Feral Hog,0.9554,0.9335,0.6428,0.3794,False,BG-CAM-T02-20250422051033,
IE-CAM-R01-white_tailed_deer-002240,2025-04-22T07:55:14,CAM-R01,white_tailed_deer,White-tailed Deer,0.9321,0.9029,0.9759,0.326,False,BG-CAM-R01-20250422075514,
IE-CAM-W01-white_tailed_deer-003262,2025-04-22T08:19:59,CAM-W01,white_tailed_deer,White-tailed Deer,0.8994,0.8621,0.9611,0.4104,False,BG-CAM-W01-20250422081959,
IE-CAM-O02-axis_deer-001066,2025-04-22T08:23:16,CAM-O02,axis_deer,Axis Deer,0.8921,0.8533,0.9826,0.4209,False,BG-CAM-O02-20250422082316,
IE-CAM-F02-turkey-000508,2025-04-22T08:37:58,CAM-F02,turkey,Wild Turkey,0.9177,0.8847,0.9901,0.3601,False,BG-CAM-F02-20250422083758,
IE-CAM-P01-turkey-001307,2025-04-22T08:45:45,CAM-P01,turkey,Wild Turkey,0.9246,0.8933,0.9855,0.3437,False,BG-CAM-P01-20250422084545,
IE-CAM-F01-feral_hog-000031,2025-04-22T19:22:11,CAM-F01,feral_hog,Feral Hog,0.7798,0.7262,0.4898,0.6459,True,BG-CAM-F01-20250422192211,
IE-CAM-T02-white_tailed_deer-002967,2025-04-22T19:32:40,CAM-T02,white_tailed_deer,White-tailed Deer,0.9316,0.9023,0.987,0.3239,False,BG-CAM-T02-20250422193240,
IE-CAM-F02-feral_hog-000382,2025-04-22T22:14:02,CAM-F02,feral_hog,Feral Hog,0.8367,0.7887,0.811,0.5461,False,BG-CAM-F02-20250422221402,
IE-CAM-R02-feral_hog-002358,2025-04-23T00:07:47,CAM-R02,feral_hog,Feral Hog,0.8933,0.8547,0.9779,0.4195,False,BG-CAM-R02-20250423000747,
IE-CAM-P03-armadillo-001772,2025-04-23T01:51:40,CAM-P03,armadillo,Nine-banded Armadillo,0.7964,0.7441,0.9546,0.5742,False,BG-CAM-P03-20250423015140,
IE-CAM-F02-turkey-000509,2025-04-23T07:28:36,CAM-F02,turkey,Wild Turkey,0.8227,0.773,0.9926,0.5367,False,BG-CAM-F02-20250423072836,
IE-CAM-T01-white_tailed_deer-002661,2025-04-23T07:29:01,CAM-T01,white_tailed_deer,White-tailed Deer,0.8376,0.7898,0.9882,0.5161,False,BG-CAM-T01-20250423072901,
IE-CAM-W01-white_tailed_deer-003263,2025-04-23T07:57:47,CAM-W01,white_tailed_deer,White-tailed Deer,0.9746,0.9601,0.9748,0.1791,False,BG-CAM-W01-20250423075747,
IE-CAM-O02-turkey-001136,2025-04-23T08:13:09,CAM-O02,turkey,Wild Turkey,0.8977,0.86,0.9988,0.4052,False,BG-CAM-O02-20250423081309,
IE-CAM-P01-turkey-001308,2025-04-23T13:41:42,CAM-P01,turkey,Wild Turkey,0.9288,0.8987,0.4419,0.5072,False,BG-CAM-P01-20250423134142,
IE-CAM-P03-white_tailed_deer-001964,2025-04-23T16:49:26,CAM-P03,white_tailed_deer,White-tailed Deer,0.8822,0.8414,0.9664,0.4445,False,BG-CAM-P03-20250423164926,
IE-CAM-F03-raccoon-000760,2025-04-23T20:12:11,CAM-F03,raccoon,Raccoon,0.9095,0.8745,0.6682,0.4665,False,BG-CAM-F03-20250423201211,
IE-CAM-P03-armadillo-001773,2025-04-23T22:24:25,CAM-P03,armadillo,Nine-banded Armadillo,0.8542,0.8087,0.8948,0.5068,False,BG-CAM-P03-20250423222425,
IE-CAM-F03-opossum-000748,2025-04-23T23:01:51,CAM-F03,opossum,Virginia Opossum,0.8144,0.7638,0.9804,0.5493,False,BG-CAM-F03-20250423230151,
IE-CAM-T02-bobcat-002773,2025-04-24T06:17:06,CAM-T02,bobcat,Bobcat,0.89,0.8507,0.9985,0.4218,False,BG-CAM-T02-20250424061706,
IE-CAM-T01-red_fox-002632,2025-04-24T09:00:51,CAM-T01,red_fox,Red Fox,0.777,0.7232,0.894,0.6011,True,BG-CAM-T01-20250424090051,
IE-CAM-T02-bobcat-002774,2025-04-24T17:48:35,CAM-T02,bobcat,Bobcat,0.7529,0.6976,0.9735,0.6152,True,BG-CAM-T02-20250424174835,
IE-CAM-O01-white_tailed_deer-001000,2025-04-24T19:36:22,CAM-O01,white_tailed_deer,White-tailed Deer,0.9005,0.8634,0.9853,0.4023,False,BG-CAM-O01-20250424193622,
IE-CAM-P01-armadillo-001217,2025-04-24T20:13:19,CAM-P01,armadillo,Nine-banded Armadillo,0.8925,0.8537,0.6499,0.5,False,BG-CAM-P01-20250424201319,
IE-CAM-T01-white_tailed_deer-002662,2025-04-24T20:30:42,CAM-T01,white_tailed_deer,White-tailed Deer,0.9537,0.9312,0.9533,0.2675,False,BG-CAM-T01-20250424203042,
IE-CAM-F01-white_tailed_deer-000279,2025-04-24T20:35:35,CAM-F01,white_tailed_deer,White-tailed Deer,0.8788,0.8374,0.9495,0.4544,False,BG-CAM-F01-20250424203535,
IE-CAM-T01-white_tailed_deer-002663,2025-04-24T23:18:09,CAM-T01,white_tailed_deer,White-tailed Deer,0.8764,0.8345,0.7893,0.4928,False,BG-CAM-T01-20250424231809,
IE-CAM-F01-opossum-000140,2025-04-24T23:25:57,CAM-F01,opossum,Virginia Opossum,0.7249,0.6686,0.993,0.6357,True,BG-CAM-F01-20250424232557,
IE-CAM-F02-raccoon-000463,2025-04-25T01:00:20,CAM-F02,raccoon,Raccoon,0.9001,0.8629,0.9714,0.4065,False,BG-CAM-F02-20250425010020,
IE-CAM-W02-raccoon-003446,2025-04-25T02:04:16,CAM-W02,raccoon,Raccoon,0.8617,0.8173,0.8843,0.4971,False,BG-CAM-W02-20250425020416,
IE-CAM-F01-turkey-000220,2025-04-25T08:08:05,CAM-F01,turkey,Wild Turkey,0.8768,0.835,0.9995,0.448,False,BG-CAM-F01-20250425080805,
IE-CAM-P02-axis_deer-001548,2025-04-25T08:26:08,CAM-P02,axis_deer,Axis Deer,0.8215,0.7717,0.9814,0.5398,False,BG-CAM-P02-20250425082608,
IE-CAM-R01-turkey-002193,2025-04-25T08:36:27,CAM-R01,turkey,Wild Turkey,0.9209,0.8887,0.9907,0.3518,False,BG-CAM-R01-20250425083627,
IE-CAM-T02-turkey-002895,2025-04-25T09:42:17,CAM-T02,turkey,Wild Turkey,0.879,0.8376,0.9276,0.4587,False,BG-CAM-T02-20250425094217,
IE-CAM-W02-coyote-003346,2025-04-25T18:40:33,CAM-W02,coyote,Coyote,0.8114,0.7605,0.9997,0.5505,False,BG-CAM-W02-20250425184033,
IE-CAM-P02-white_tailed_deer-001645,2025-04-25T19:55:34,CAM-P02,white_tailed_deer,White-tailed Deer,0.948,0.9236,0.9759,0.2782,False,BG-CAM-P02-20250425195534,
IE-CAM-P01-bobcat-001243,2025-04-25T20:11:15,CAM-P01,bobcat,Bobcat,0.826,0.7767,0.9742,0.5348,False,BG-CAM-P01-20250425201115,
IE-CAM-P02-white_tailed_deer-001646,2025-04-25T20:40:43,CAM-P02,white_tailed_deer,White-tailed Deer,0.9458,0.9207,0.9457,0.2955,False,BG-CAM-P02-20250425204043,
IE-CAM-W02-raccoon-003447,2025-04-25T20:55:12,CAM-W02,raccoon,Raccoon,0.882,0.8412,0.7637,0.4893,False,BG-CAM-W02-20250425205512,
IE-CAM-T01-raccoon-002613,2025-04-26T00:58:15,CAM-T01,raccoon,Raccoon,0.9126,0.8783,0.9732,0.3773,False,BG-CAM-T01-20250426005815,
IE-CAM-F02-raccoon-000464,2025-04-26T02:51:56,CAM-F02,raccoon,Raccoon,0.9099,0.875,0.7935,0.431,False,BG-CAM-F02-20250426025156,
IE-CAM-P03-white_tailed_deer-001965,2025-04-26T06:17:00,CAM-P03,white_tailed_deer,White-tailed Deer,0.9366,0.9087,0.9994,0.3057,False,BG-CAM-P03-20250426061700,
IE-CAM-P02-axis_deer-001549,2025-04-26T07:18:28,CAM-P02,axis_deer,Axis Deer,0.8003,0.7484,0.9992,0.5642,False,BG-CAM-P02-20250426071828,
IE-CAM-P03-white_tailed_deer-001966,2025-04-26T11:04:53,CAM-P03,white_tailed_deer,White-tailed Deer,0.9604,0.9403,0.804,0.3025,False,BG-CAM-P03-20250426110453,
IE-CAM-T01-feral_hog-002579,2025-04-26T13:06:13,CAM-T01,feral_hog,Feral Hog,0.7917,0.739,0.3021,0.6653,True,BG-CAM-T01-20250426130613,
IE-CAM-O01-white_tailed_deer-001001,2025-04-26T17:03:28,CAM-O01,white_tailed_deer,White-tailed Deer,0.9281,0.8978,0.9748,0.3373,False,BG-CAM-O01-20250426170328,
IE-CAM-F03-white_tailed_deer-000831,2025-04-26T17:39:18,CAM-F03,white_tailed_deer,White-tailed Deer,0.9786,0.9659,0.9912,0.153,False,BG-CAM-F03-20250426173918,
IE-CAM-P03-white_tailed_deer-001967,2025-04-26T18:15:28,CAM-P03,white_tailed_deer,White-tailed Deer,0.8518,0.8059,0.9992,0.4922,False,BG-CAM-P03-20250426181528,
IE-CAM-T02-white_tailed_deer-002968,2025-04-26T18:48:50,CAM-T02,white_tailed_deer,White-tailed Deer,0.9557,0.9339,0.9989,0.2438,False,BG-CAM-T02-20250426184850,
IE-CAM-W01-feral_hog-003112,2025-04-26T22:24:32,CAM-W01,feral_hog,Feral Hog,0.8914,0.8524,0.8301,0.4576,False,BG-CAM-W01-20250426222432,
IE-CAM-F03-raccoon-000761,2025-04-26T23:31:11,CAM-F03,raccoon,Raccoon,0.8706,0.8277,0.9932,0.4608,False,BG-CAM-F03-20250426233111,
IE-CAM-F02-feral_hog-000383,2025-04-27T01:09:02,CAM-F02,feral_hog,Feral Hog,0.924,0.8926,0.9994,0.3412,False,BG-CAM-F02-20250427010902,
IE-CAM-F01-feral_hog-000032,2025-04-27T02:07:11,CAM-F01,feral_hog,Feral Hog,0.8771,0.8354,0.965,0.4544,False,BG-CAM-F01-20250427020711,
IE-CAM-P01-turkey-001309,2025-04-27T07:33:38,CAM-P01,turkey,Wild Turkey,0.8638,0.8198,0.9947,0.4727,False,BG-CAM-P01-20250427073338,
IE-CAM-R02-turkey-002408,2025-04-27T08:48:35,CAM-R02,turkey,Wild Turkey,0.8397,0.7921,0.9835,0.5138,False,BG-CAM-R02-20250427084835,
IE-CAM-O02-white_tailed_deer-001168,2025-04-27T19:25:01,CAM-O02,white_tailed_deer,White-tailed Deer,0.9515,0.9283,0.9898,0.2617,False,BG-CAM-O02-20250427192501,
IE-CAM-P02-white_tailed_deer-001647,2025-04-27T19:26:19,CAM-P02,white_tailed_deer,White-tailed Deer,0.94,0.9131,0.9894,0.2987,False,BG-CAM-P02-20250427192619,
IE-CAM-T01-armadillo-002518,2025-04-27T20:48:39,CAM-T01,armadillo,Nine-banded Armadillo,0.8048,0.7533,0.7192,0.5958,True,BG-CAM-T01-20250427204839,
IE-CAM-F03-raccoon-000762,2025-04-27T22:51:02,CAM-F03,raccoon,Raccoon,0.8592,0.8145,0.9623,0.4865,False,BG-CAM-F03-20250427225102,
